Suburb,Rooms,Type,Price,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname
West Melbourne,3,u,660000,3,2,1,0,Melbourne,Northern Metropolitan
West Melbourne,2,t,1055000,2,1,1,0,Melbourne,Northern Metropolitan
West Melbourne,3,u,995000,3,1,1,0,Melbourne,Northern Metropolitan
West Melbourne,3,t,1130000,3,2,2,116,Melbourne,Northern Metropolitan
West Melbourne,1,u,443000,1,1,1,547,Melbourne,Northern Metropolitan
West Melbourne,3,t,1120000,3,3,1,801,Melbourne,Northern Metropolitan
West Melbourne,1,u,482000,1,1,1,0,Melbourne,Northern Metropolitan
West Melbourne,2,u,620000,2,1,1,0,Melbourne,Northern Metropolitan
West Melbourne,4,h,2100000,4,1,0,440,Melbourne,Northern Metropolitan
West Melbourne,3,u,601000,2,1,1,0,Melbourne,Northern Metropolitan
Williamstown,4,h,1325000,3,2,1,452,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1400000,4,2,1,320,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1535000,3,1,1,507,Hobsons Bay,Western Metropolitan
Williamstown,3,u,890000,3,1,3,0,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1400000,4,2,4,457,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1800000,3,2,2,332,Hobsons Bay,Western Metropolitan
Williamstown,2,h,1050000,2,1,4,445,Hobsons Bay,Western Metropolitan
Williamstown,2,h,850000,2,1,1,278,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2910000,4,3,0,338,Hobsons Bay,Western Metropolitan
Williamstown,3,h,2910000,3,3,2,515,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2640000,4,2,2,650,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1200000,3,2,2,315,Hobsons Bay,Western Metropolitan
Williamstown,4,h,3130000,4,2,2,897,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1460000,3,1,2,373,Hobsons Bay,Western Metropolitan
Williamstown,1,u,310000,1,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1200000,3,2,2,348,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1560000,3,2,2,310,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1575000,3,2,3,430,Hobsons Bay,Western Metropolitan
Williamstown,2,t,830000,2,1,1,84,Hobsons Bay,Western Metropolitan
Williamstown,2,t,830000,2,1,0,56,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1085000,3,1,2,458,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1815000,4,3,2,321,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1470000,3,2,1,364,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2230000,3,2,2,782,Hobsons Bay,Western Metropolitan
Williamstown,3,t,1460000,3,2,2,506,Hobsons Bay,Western Metropolitan
Williamstown,5,h,1410000,5,2,2,195,Hobsons Bay,Western Metropolitan
Williamstown,2,h,940000,2,1,0,166,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1900000,4,3,2,321,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1330000,4,3,2,217,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1010000,3,2,2,250,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1010000,3,2,2,418,Hobsons Bay,Western Metropolitan
Williamstown,2,u,450000,2,1,2,0,Hobsons Bay,Western Metropolitan
Williamstown,2,u,513500,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,2,h,1000000,2,1,0,240,Hobsons Bay,Western Metropolitan
Williamstown,2,u,415000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,3,h,906000,3,2,2,270,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1805000,3,2,2,466,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1126000,4,1,1,307,Hobsons Bay,Western Metropolitan
Williamstown,3,t,935000,3,2,1,233,Hobsons Bay,Western Metropolitan
Williamstown,2,h,895000,2,2,1,193,Hobsons Bay,Western Metropolitan
Williamstown,2,u,375000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1000000,3,1,2,189,Hobsons Bay,Western Metropolitan
Williamstown,2,h,769000,2,1,1,265,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1270000,3,1,2,470,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1172000,4,2,2,344,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1360000,3,1,1,477,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2050000,4,2,2,648,Hobsons Bay,Western Metropolitan
Williamstown,3,h,975000,3,2,2,289,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1310000,3,2,1,185,Hobsons Bay,Western Metropolitan
Williamstown,4,t,830000,4,1,2,0,Hobsons Bay,Western Metropolitan
Williamstown,2,u,491500,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,2,u,547500,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,3,t,965000,3,2,1,151,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1262000,3,2,2,204,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1210000,3,1,0,249,Hobsons Bay,Western Metropolitan
Williamstown,2,u,412000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown,2,h,1337500,2,1,0,297,Hobsons Bay,Western Metropolitan
Williamstown,2,h,811000,2,1,2,183,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1630000,4,2,2,265,Hobsons Bay,Western Metropolitan
Williamstown,2,h,920000,2,1,1,307,Hobsons Bay,Western Metropolitan
Williamstown,3,h,960000,3,2,1,189,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1482500,3,2,1,506,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1300000,4,2,2,369,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2255000,4,1,3,765,Hobsons Bay,Western Metropolitan
Williamstown,4,h,1860000,4,2,0,199,Hobsons Bay,Western Metropolitan
Williamstown,3,h,1710000,3,2,1,260,Hobsons Bay,Western Metropolitan
Williamstown,4,h,2440000,4,3,3,500,Hobsons Bay,Western Metropolitan
Williamstown,1,u,331000,1,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,2,t,500000,2,1,1,53,Hobsons Bay,Western Metropolitan
Williamstown North,2,u,400000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,5,h,1410000,5,2,5,680,Hobsons Bay,Western Metropolitan
Williamstown North,1,u,285000,1,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,2,u,460000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,4,h,881000,4,1,3,468,Hobsons Bay,Western Metropolitan
Williamstown North,2,u,380000,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,4,h,1440000,4,3,4,672,Hobsons Bay,Western Metropolitan
Williamstown North,2,u,367500,2,1,1,0,Hobsons Bay,Western Metropolitan
Williamstown North,3,h,1225000,3,1,1,311,Hobsons Bay,Western Metropolitan
Windsor,2,u,580000,2,2,1,0,Port Phillip,Southern Metropolitan
Windsor,3,h,1850000,3,1,2,361,Stonnington,Southern Metropolitan
Windsor,3,u,825000,3,1,1,0,Stonnington,Southern Metropolitan
Windsor,3,h,2302000,3,1,4,440,Stonnington,Southern Metropolitan
Windsor,2,h,1045000,2,1,2,118,Stonnington,Southern Metropolitan
Windsor,4,h,2050000,4,2,1,321,Stonnington,Southern Metropolitan
Windsor,2,u,611000,2,1,1,598,Stonnington,Southern Metropolitan
Windsor,2,u,600000,2,1,1,1043,Stonnington,Southern Metropolitan
Windsor,2,u,800000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,1,u,275000,1,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,h,1325000,2,1,0,153,Stonnington,Southern Metropolitan
Windsor,3,h,1540000,3,2,1,138,Stonnington,Southern Metropolitan
Windsor,3,h,1370000,3,1,2,317,Port Phillip,Southern Metropolitan
Windsor,1,u,372000,1,1,1,0,Stonnington,Southern Metropolitan
Windsor,1,u,412500,1,1,1,0,Stonnington,Southern Metropolitan
Windsor,1,u,452000,1,1,1,0,Stonnington,Southern Metropolitan
Windsor,2,u,450000,2,1,1,1057,Stonnington,Southern Metropolitan
Windsor,1,u,300000,1,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,u,520000,2,1,1,0,Stonnington,Southern Metropolitan
Windsor,2,u,650000,2,2,1,0,Port Phillip,Southern Metropolitan
Windsor,1,u,501000,1,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,u,380000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,h,1177000,2,2,2,521,Stonnington,Southern Metropolitan
Windsor,4,h,1605000,4,1,1,230,Stonnington,Southern Metropolitan
Windsor,2,u,600000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,h,1500000,2,1,2,0,Stonnington,Southern Metropolitan
Windsor,3,u,830000,3,2,2,0,Stonnington,Southern Metropolitan
Windsor,2,u,1200000,2,2,1,0,Port Phillip,Southern Metropolitan
Windsor,1,u,300000,1,1,1,705,Stonnington,Southern Metropolitan
Windsor,1,u,400000,1,1,1,706,Port Phillip,Southern Metropolitan
Windsor,2,u,623000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,u,600000,2,1,1,1452,Stonnington,Southern Metropolitan
Windsor,2,h,1325000,2,1,0,140,Port Phillip,Southern Metropolitan
Windsor,2,u,518000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,3,h,2368000,3,2,1,322,Stonnington,Southern Metropolitan
Windsor,2,h,1350000,2,1,2,181,Stonnington,Southern Metropolitan
Windsor,2,u,650000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,3,h,1200000,3,1,1,116,Stonnington,Southern Metropolitan
Windsor,3,h,1320000,3,1,0,365,Port Phillip,Southern Metropolitan
Windsor,2,u,580000,2,1,1,0,Stonnington,Southern Metropolitan
Windsor,2,u,555000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,u,474000,2,1,1,0,Port Phillip,Southern Metropolitan
Windsor,2,h,1350000,2,1,1,157,Port Phillip,Southern Metropolitan
Windsor,3,h,1910000,3,3,1,143,Stonnington,Southern Metropolitan
Yallambie,4,h,700000,4,1,1,530,Banyule,Northern Metropolitan
Yallambie,4,h,915000,4,3,1,531,Banyule,Northern Metropolitan
Yallambie,3,h,810000,3,2,2,568,Banyule,Northern Metropolitan
Yallambie,3,h,753000,3,2,1,536,Banyule,Northern Metropolitan
Yallambie,3,h,602500,3,2,2,586,Banyule,Northern Metropolitan
Yallambie,3,h,742000,3,1,1,614,Banyule,Northern Metropolitan
Yallambie,4,h,953000,4,2,2,551,Banyule,Northern Metropolitan
Yallambie,4,h,840000,4,2,2,761,Banyule,Northern Metropolitan
Yallambie,3,h,650000,3,1,1,706,Banyule,Northern Metropolitan
Yallambie,4,h,793000,4,2,1,592,Banyule,Northern Metropolitan
Yallambie,3,h,731000,3,2,2,566,Banyule,Northern Metropolitan
Yallambie,3,h,710000,3,1,1,616,Banyule,Northern Metropolitan
Yallambie,3,h,720000,4,2,4,535,Banyule,Northern Metropolitan
Yallambie,3,h,720000,3,2,2,555,Banyule,Northern Metropolitan
Yallambie,3,h,936000,3,2,2,587,Banyule,Northern Metropolitan
Yallambie,3,h,800000,3,2,2,660,Banyule,Northern Metropolitan
Yallambie,3,h,721000,3,1,1,687,Banyule,Northern Metropolitan
Yarraville,3,h,1000000,3,2,1,448,Maribyrnong,Western Metropolitan
Yarraville,2,h,890000,3,1,2,471,Maribyrnong,Western Metropolitan
Yarraville,2,h,760000,2,1,1,134,Maribyrnong,Western Metropolitan
Yarraville,3,h,1165000,3,1,0,191,Maribyrnong,Western Metropolitan
Yarraville,4,h,1550000,4,2,2,427,Maribyrnong,Western Metropolitan
Yarraville,3,h,770000,3,1,2,323,Maribyrnong,Western Metropolitan
Yarraville,3,h,871000,3,2,2,428,Maribyrnong,Western Metropolitan
Yarraville,3,h,780000,3,2,2,213,Maribyrnong,Western Metropolitan
Yarraville,2,t,650000,2,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,3,h,770000,2,1,1,138,Maribyrnong,Western Metropolitan
Yarraville,2,h,890000,2,1,0,166,Maribyrnong,Western Metropolitan
Yarraville,3,h,960000,3,1,1,503,Maribyrnong,Western Metropolitan
Yarraville,4,h,1235000,4,2,2,244,Maribyrnong,Western Metropolitan
Yarraville,3,t,670000,3,2,2,152,Maribyrnong,Western Metropolitan
Yarraville,2,h,960000,2,2,1,159,Maribyrnong,Western Metropolitan
Yarraville,2,h,1000000,2,1,1,220,Maribyrnong,Western Metropolitan
Yarraville,2,h,710000,2,1,0,164,Maribyrnong,Western Metropolitan
Yarraville,3,h,1320000,3,2,2,473,Maribyrnong,Western Metropolitan
Yarraville,3,h,1100000,3,2,0,214,Maribyrnong,Western Metropolitan
Yarraville,2,u,782000,2,1,1,1555,Maribyrnong,Western Metropolitan
Yarraville,3,h,931000,3,1,1,442,Maribyrnong,Western Metropolitan
Yarraville,3,h,910000,3,3,2,197,Maribyrnong,Western Metropolitan
Yarraville,2,h,796000,2,1,1,188,Maribyrnong,Western Metropolitan
Yarraville,2,h,856000,2,1,1,261,Maribyrnong,Western Metropolitan
Yarraville,3,h,670000,3,1,1,477,Maribyrnong,Western Metropolitan
Yarraville,4,h,706000,2,1,0,165,Maribyrnong,Western Metropolitan
Yarraville,3,h,1050000,2,2,1,462,Maribyrnong,Western Metropolitan
Yarraville,2,u,410000,2,0,0,0,Maribyrnong,Western Metropolitan
Yarraville,4,h,1320000,4,2,1,319,Maribyrnong,Western Metropolitan
Yarraville,3,h,1414000,3,2,2,230,Maribyrnong,Western Metropolitan
Yarraville,5,h,1815000,5,2,2,644,Maribyrnong,Western Metropolitan
Yarraville,2,h,630000,2,1,1,148,Maribyrnong,Western Metropolitan
Yarraville,4,h,1870000,4,1,3,766,Maribyrnong,Western Metropolitan
Yarraville,4,h,1785000,4,2,2,640,Maribyrnong,Western Metropolitan
Yarraville,2,u,330000,2,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,3,h,1930000,3,1,4,902,Maribyrnong,Western Metropolitan
Yarraville,3,h,1035000,3,1,2,289,Maribyrnong,Western Metropolitan
Yarraville,1,u,510000,1,1,2,0,Maribyrnong,Western Metropolitan
Yarraville,2,u,381000,2,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,3,t,1040000,2,2,0,352,Maribyrnong,Western Metropolitan
Yarraville,3,h,1419000,3,1,2,270,Maribyrnong,Western Metropolitan
Yarraville,3,h,1050000,3,1,2,442,Maribyrnong,Western Metropolitan
Yarraville,1,h,470000,1,1,2,0,Maribyrnong,Western Metropolitan
Yarraville,3,h,850000,3,1,1,444,Maribyrnong,Western Metropolitan
Yarraville,2,u,501344,2,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,3,h,796000,3,1,1,464,Maribyrnong,Western Metropolitan
Yarraville,3,h,1217500,3,3,1,217,Maribyrnong,Western Metropolitan
Yarraville,2,h,610000,2,0,0,94,Maribyrnong,Western Metropolitan
Yarraville,3,h,1055000,3,1,3,670,Maribyrnong,Western Metropolitan
Yarraville,3,t,620000,3,3,1,0,Maribyrnong,Western Metropolitan
Yarraville,4,h,660000,4,1,2,360,Maribyrnong,Western Metropolitan
Yarraville,3,h,681000,2,1,1,446,Maribyrnong,Western Metropolitan
Yarraville,1,u,345000,1,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,3,h,950000,3,1,2,240,Maribyrnong,Western Metropolitan
Yarraville,3,h,955000,3,1,1,202,Maribyrnong,Western Metropolitan
Yarraville,2,h,822000,2,1,3,539,Maribyrnong,Western Metropolitan
Yarraville,2,h,760000,3,1,1,472,Maribyrnong,Western Metropolitan
Yarraville,4,h,1200000,4,2,2,417,Maribyrnong,Western Metropolitan
Yarraville,3,h,1005000,3,1,1,438,Maribyrnong,Western Metropolitan
Yarraville,3,h,600000,4,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,1,u,381000,1,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,4,h,1150000,4,2,2,482,Maribyrnong,Western Metropolitan
Yarraville,3,h,1020000,3,1,1,248,Maribyrnong,Western Metropolitan
Yarraville,3,h,1250000,3,2,1,249,Maribyrnong,Western Metropolitan
Yarraville,4,h,1340000,4,2,0,297,Maribyrnong,Western Metropolitan
Yarraville,3,h,865000,3,1,1,189,Maribyrnong,Western Metropolitan
Yarraville,3,h,781500,2,1,2,341,Maribyrnong,Western Metropolitan
Yarraville,4,h,1401000,4,1,1,306,Maribyrnong,Western Metropolitan
Yarraville,2,h,630000,2,2,2,168,Maribyrnong,Western Metropolitan
Yarraville,5,h,1137500,2,3,4,446,Maribyrnong,Western Metropolitan
Yarraville,4,h,925000,4,1,1,288,Maribyrnong,Western Metropolitan
Yarraville,3,h,745000,2,1,1,325,Maribyrnong,Western Metropolitan
Yarraville,4,h,1158000,4,1,3,411,Maribyrnong,Western Metropolitan
Yarraville,3,h,867000,3,1,1,195,Maribyrnong,Western Metropolitan
Yarraville,3,h,955000,3,2,2,206,Maribyrnong,Western Metropolitan
Yarraville,3,h,1081000,3,1,1,448,Maribyrnong,Western Metropolitan
Yarraville,3,h,725000,3,1,5,558,Maribyrnong,Western Metropolitan
Yarraville,2,h,767000,2,1,0,128,Maribyrnong,Western Metropolitan
Yarraville,2,h,951000,2,1,3,486,Maribyrnong,Western Metropolitan
Yarraville,4,h,1028000,4,2,2,431,Maribyrnong,Western Metropolitan
Yarraville,2,h,740000,2,1,0,261,Maribyrnong,Western Metropolitan
Yarraville,3,h,1450000,3,2,2,542,Maribyrnong,Western Metropolitan
Yarraville,3,h,1430000,3,3,2,386,Maribyrnong,Western Metropolitan
Yarraville,3,h,1275000,3,1,2,229,Maribyrnong,Western Metropolitan
Yarraville,4,h,1606000,4,2,3,455,Maribyrnong,Western Metropolitan
Yarraville,4,h,970000,3,1,2,664,Maribyrnong,Western Metropolitan
Yarraville,2,h,780000,2,1,1,435,Maribyrnong,Western Metropolitan
Yarraville,3,h,670000,3,1,1,463,Maribyrnong,Western Metropolitan
Yarraville,3,h,908000,3,2,0,105,Maribyrnong,Western Metropolitan
Yarraville,3,h,1380000,3,2,2,235,Maribyrnong,Western Metropolitan
Yarraville,3,h,966000,3,2,2,456,Maribyrnong,Western Metropolitan
Yarraville,2,u,480500,2,1,1,0,Maribyrnong,Western Metropolitan
Yarraville,4,h,1520000,4,2,0,261,Maribyrnong,Western Metropolitan
Yarraville,3,h,845000,3,1,2,494,Maribyrnong,Western Metropolitan
Yarraville,5,h,1287000,5,2,2,488,Maribyrnong,Western Metropolitan
Yarraville,3,h,980000,3,1,2,463,Maribyrnong,Western Metropolitan
Yarraville,3,t,800000,3,2,1,169,Maribyrnong,Western Metropolitan
Yarraville,3,h,1460000,3,1,2,463,Maribyrnong,Western Metropolitan
Yarraville,3,h,840000,4,1,1,470,Maribyrnong,Western Metropolitan
Yarraville,3,h,900500,2,1,1,208,Maribyrnong,Western Metropolitan
Yarraville,2,h,850000,2,1,1,201,Maribyrnong,Western Metropolitan
Yarraville,3,h,940000,3,2,2,171,Maribyrnong,Western Metropolitan
Aberfeldie,1,u,380000,1,1,1,0,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1646000,4,3,2,757,Moonee Valley,Western Metropolitan
Aberfeldie,2,u,442000,2,1,1,0,Moonee Valley,Western Metropolitan
Aberfeldie,2,u,470000,2,1,1,976,Moonee Valley,Western Metropolitan
Aberfeldie,3,h,760000,3,1,1,321,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1346000,2,2,2,559,Moonee Valley,Western Metropolitan
Aberfeldie,2,h,1300000,3,1,5,528,Moonee Valley,Western Metropolitan
Aberfeldie,3,t,935000,3,2,2,217,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,3900000,4,4,4,670,Moonee Valley,Western Metropolitan
Aberfeldie,3,u,1160000,3,2,1,309,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1150000,4,2,2,578,Moonee Valley,Western Metropolitan
Aberfeldie,1,h,1720000,3,2,1,676,Moonee Valley,Western Metropolitan
Aberfeldie,2,h,1705000,2,1,2,809,Moonee Valley,Western Metropolitan
Aberfeldie,3,h,1190000,3,1,1,465,Moonee Valley,Western Metropolitan
Aberfeldie,2,u,380000,2,1,1,622,Moonee Valley,Western Metropolitan
Aberfeldie,2,h,840000,2,1,1,373,Moonee Valley,Western Metropolitan
Aberfeldie,5,h,1740000,3,3,2,839,Moonee Valley,Western Metropolitan
Aberfeldie,3,h,1860000,3,2,2,311,Moonee Valley,Western Metropolitan
Aberfeldie,3,h,1195000,3,2,2,496,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1200000,4,2,2,578,Moonee Valley,Western Metropolitan
Aberfeldie,3,u,726000,3,1,1,229,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1325000,4,2,2,674,Moonee Valley,Western Metropolitan
Aberfeldie,3,t,1300000,3,3,1,593,Moonee Valley,Western Metropolitan
Aberfeldie,2,u,373000,2,1,1,0,Moonee Valley,Western Metropolitan
Aberfeldie,2,h,670000,2,1,2,0,Moonee Valley,Western Metropolitan
Aberfeldie,5,h,2400000,3,2,2,1315,Moonee Valley,Western Metropolitan
Aberfeldie,4,h,1350000,3,2,2,1076,Moonee Valley,Western Metropolitan
Bellfield,3,h,773000,3,1,2,626,Banyule,Eastern Metropolitan
Bellfield,3,h,885000,3,1,1,666,Banyule,Eastern Metropolitan
Bellfield,3,h,770000,3,1,4,762,Banyule,Eastern Metropolitan
Bellfield,2,h,855000,2,1,0,693,Banyule,Eastern Metropolitan
Bellfield,3,h,645000,3,1,2,631,Banyule,Eastern Metropolitan
Bellfield,3,h,720000,3,2,1,231,Banyule,Eastern Metropolitan
Bellfield,3,h,625000,3,1,2,609,Banyule,Eastern Metropolitan
Bellfield,3,u,828000,3,1,0,641,Banyule,Eastern Metropolitan
Bellfield,3,u,676000,3,1,0,605,Banyule,Eastern Metropolitan
Brunswick East,3,h,1310000,3,1,2,456,Moreland,Northern Metropolitan
Brunswick East,4,h,856000,4,2,2,136,Moreland,Northern Metropolitan
Brunswick East,2,h,580000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,u,675000,2,2,1,0,Moreland,Northern Metropolitan
Brunswick East,3,h,1350000,3,1,2,407,Moreland,Northern Metropolitan
Brunswick East,3,t,940000,3,1,2,213,Moreland,Northern Metropolitan
Brunswick East,3,h,930000,3,2,2,138,Moreland,Northern Metropolitan
Brunswick East,3,h,1495000,3,1,1,259,Moreland,Northern Metropolitan
Brunswick East,4,h,1550000,4,2,2,470,Moreland,Northern Metropolitan
Brunswick East,4,h,1815000,4,1,1,233,Moreland,Northern Metropolitan
Brunswick East,4,h,1625000,4,2,2,822,Moreland,Northern Metropolitan
Brunswick East,3,t,899000,3,2,1,116,Moreland,Northern Metropolitan
Brunswick East,2,u,435000,2,1,1,197,Moreland,Northern Metropolitan
Brunswick East,2,u,570000,2,2,1,0,Moreland,Northern Metropolitan
Brunswick East,4,h,1900000,4,2,1,227,Moreland,Northern Metropolitan
Brunswick East,2,h,1080000,2,1,0,193,Moreland,Northern Metropolitan
Brunswick East,4,h,1280000,4,2,0,161,Moreland,Northern Metropolitan
Brunswick East,2,u,656000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,u,570000,2,1,2,1188,Moreland,Northern Metropolitan
Brunswick East,4,h,1290000,4,2,2,468,Moreland,Northern Metropolitan
Brunswick East,3,h,1170000,3,2,0,185,Moreland,Northern Metropolitan
Brunswick East,1,u,370000,1,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,u,510000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,3,h,1574000,3,3,2,336,Moreland,Northern Metropolitan
Brunswick East,2,u,665000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,u,590000,2,2,1,0,Moreland,Northern Metropolitan
Brunswick East,2,h,1024000,2,1,1,148,Moreland,Northern Metropolitan
Brunswick East,3,h,1125000,3,1,2,369,Moreland,Northern Metropolitan
Brunswick East,2,u,390000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,3,t,800000,3,3,2,0,Moreland,Northern Metropolitan
Brunswick East,3,h,1679000,3,2,0,326,Moreland,Northern Metropolitan
Brunswick East,3,t,1050000,3,3,2,87,Moreland,Northern Metropolitan
Brunswick East,2,h,957000,2,1,1,148,Moreland,Northern Metropolitan
Brunswick East,3,h,825000,3,1,1,213,Moreland,Northern Metropolitan
Brunswick East,3,h,998000,3,1,2,104,Moreland,Northern Metropolitan
Brunswick East,3,t,1010000,3,2,1,0,Moreland,Northern Metropolitan
Brunswick East,3,h,910000,2,1,1,231,Moreland,Northern Metropolitan
Brunswick East,3,h,1050000,3,1,1,279,Moreland,Northern Metropolitan
Brunswick East,2,u,445000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,h,970000,1,1,1,213,Moreland,Northern Metropolitan
Brunswick East,3,h,1600000,3,1,2,812,Moreland,Northern Metropolitan
Brunswick East,3,h,1325000,3,2,2,190,Moreland,Northern Metropolitan
Brunswick East,2,u,480000,2,2,1,0,Moreland,Northern Metropolitan
Brunswick East,2,u,400000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,3,u,570000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,2,t,771000,2,2,2,0,Moreland,Northern Metropolitan
Brunswick East,3,h,1335000,3,1,2,308,Moreland,Northern Metropolitan
Brunswick East,2,u,420000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,3,t,805000,2,1,1,0,Moreland,Northern Metropolitan
Brunswick East,3,t,892000,3,2,1,0,Moreland,Northern Metropolitan
Burnley,2,h,1005000,2,1,0,0,Yarra,Northern Metropolitan
Burnley,2,h,1231010,2,1,2,225,Yarra,Northern Metropolitan
Burnley,2,h,881000,2,1,1,172,Yarra,Northern Metropolitan
Burnley,2,h,1202500,2,1,1,149,Yarra,Northern Metropolitan
Burnley,3,h,1435000,3,1,0,182,Yarra,Northern Metropolitan
Campbellfield,3,h,368000,3,1,2,600,Hume,Northern Metropolitan
Campbellfield,3,h,455000,3,1,1,766,Hume,Northern Metropolitan
Carlton,3,u,735000,3,1,2,3455,Melbourne,Northern Metropolitan
Carlton,2,h,1460000,2,1,0,99,Melbourne,Northern Metropolitan
Carlton,3,u,860000,2,2,1,0,Melbourne,Northern Metropolitan
Carlton,3,h,1662000,3,1,0,118,Melbourne,Northern Metropolitan
Carlton,3,h,1590000,2,2,2,100,Melbourne,Northern Metropolitan
Carlton,2,u,610250,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,2,h,720000,2,1,1,117,Melbourne,Northern Metropolitan
Carlton,2,h,840000,2,1,0,66,Melbourne,Northern Metropolitan
Carlton,2,u,795000,2,2,1,0,Melbourne,Northern Metropolitan
Carlton,2,u,705000,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,1,u,435000,1,1,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,1630100,4,2,0,132,Melbourne,Northern Metropolitan
Carlton,2,u,480000,2,1,1,0,Melbourne,Northern Metropolitan
Carlton,4,h,1600000,4,2,1,635,Melbourne,Northern Metropolitan
Carlton,2,u,500000,2,2,1,0,Melbourne,Northern Metropolitan
Carlton,3,h,920000,3,1,0,121,Melbourne,Northern Metropolitan
Carlton,3,h,1600000,2,3,1,0,Melbourne,Northern Metropolitan
Carlton,2,h,1010000,2,1,0,101,Melbourne,Northern Metropolitan
Carlton,3,u,875000,3,1,1,0,Melbourne,Northern Metropolitan
Carlton,2,h,1170000,2,1,1,144,Melbourne,Northern Metropolitan
